Sexe;Age;Statut;Occupation;Qualification;Etudie;NombreFS;NombreE;Jardinage;Cuisine;Sport;MinutesTV;LectureBD;MinutesL;EcouteRP;JournalIntime;Taille
H;57;Celibataire;Exerce profession;Ouvrier specialise;Non;3;0;Non;Non;Non;8,57;Non;0;Oui;Non;Comme il faut
F;57;Marie;Autre inactif;Non concerne;Non;5;5;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
H;75;Marie;Retraite;Ouvrier qualifie;Non;8;7;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;42;Celibataire;Exerce profession;Employe de bureau;Non;5;2;Oui;Oui;Non;120;Non;0;Non;Non;Pas assez
F;72;Marie;Retraite;Ouvrier specialise;Non;2;3;Non;Non;Non;660;Non;120;Non;Non;Comme il faut
H;59;Marie;Retraite;Cadre;Non;3;1;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
F;81;Veuf;Retraite;Ouvrier qualifie;Non;2;1;Oui;Oui;Non;60;Non;0;Non;Non;Comme il faut
F;53;Marie;Exerce profession;Profession intermediaire;Non;5;1;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;44;Marie;Exerce profession;Employe de bureau;Non;4;3;Non;Oui;Non;240;Non;0;Non;Non;Comme il faut
F;42;Marie;Exerce profession;Employe de bureau;Non;2;0;Oui;Oui;Oui;240;Non;0;Non;Non;Trop
F;33;Marie;Exerce profession;Employe de bureau;Non;4;3;Oui;Oui;Non;51,43;Non;60;Non;Oui;Comme il faut
H;35;Marie;Exerce profession;Ouvrier qualifie;Non;2;3;Oui;Non;Non;102,86;Non;0;Non;Non;Comme il faut
H;49;Marie;Exerce profession;Non concerne;Non;2;2;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;30;Marie;Autre inactif;Ouvrier qualifie;Non;2;3;Oui;Oui;Non;300;Non;0;Non;Non;Comme il faut
H;32;Marie;Exerce profession;Ouvrier qualifie;Non;6;4;Oui;Oui;Non;40;Non;0;Non;Non;Comme il faut
H;26;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;1;Non;Oui;Oui;180;Non;0;Non;Non;Comme il faut
F;64;Veuf;Retraite;Non concerne;Non;5;3;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;67;Marie;Retraite;Employe de bureau;Non;4;1;Oui;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;39;Marie;Exerce profession;Cadre;Non;2;2;Non;Oui;Non;51,43;Non;0;Oui;Non;Comme il faut
F;19;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Oui;Non;60;Non;0;Non;Oui;Pas assez
F;49;Marie;Exerce profession;Non concerne;Non;1;1;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;50;Marie;Exerce profession;Technicien;Non;4;2;Oui;Oui;Non;240;Non;0;Non;Non;Comme il faut
H;72;Marie;Au foyer;Non concerne;Non;3;1;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
H;44;Marie;Exerce profession;Ouvrier qualifie;Non;1;3;Oui;Oui;Oui;180;Non;0;Non;Non;Comme il faut
H;77;Marie;Retraite;Technicien;Non;1;1;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
F;50;Marie;Exerce profession;Employe de bureau;Non;1;2;Non;Non;Non;120;Non;0;Non;Oui;Pas assez
F;67;Marie;Retraite;Employe de bureau;Non;3;2;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;44;Marie;Exerce profession;Technicien;Non;0;1;Non;Non;Non;240;Non;0;Non;Non;Comme il faut
F;21;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Oui;Non;Oui;60;Non;0;Non;Oui;Trop
F;52;Veuf;Exerce profession;Employe de bureau;Non;0;2;Oui;Oui;Oui;0;Non;0;Non;Non;Pas assez
F;42;Marie;Autre inactif;Employe de bureau;Non;2;3;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
F;51;Marie;Autre inactif;Employe de bureau;Non;4;2;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;43;Marie;Exerce profession;Non concerne;Non;2;2;Non;Non;Oui;42,86;Non;0;Non;Non;Comme il faut
F;45;Marie;Exerce profession;Ouvrier qualifie;Non;10;2;Oui;Oui;Oui;60;Non;0;Non;Non;Comme il faut
F;41;Marie;Autre inactif;Ouvrier qualifie;Non;2;1;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;62;Divorce;Retraite;Technicien;Non;2;2;Non;Non;Oui;240;Non;0;Non;Non;Pas assez
H;57;Marie;Exerce profession;Non concerne;Non;0;2;Oui;Oui;Non;25,71;Non;0;Non;Non;Comme il faut
F;64;Veuf;Autre inactif;Autre;Non;6;3;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;22;Celibataire;Chomeur;Employe de bureau;Non;3;0;Non;Oui;Non;240;Non;0;Non;Oui;Pas assez
H;49;Divorce;Exerce profession;Cadre;Non;1;2;Oui;Oui;Oui;60;Non;60;Non;Non;Comme il faut
F;23;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;51;Marie;Autre inactif;Ouvrier qualifie;Non;2;2;Non;Oui;Non;300;Non;0;Non;Non;Comme il faut
F;40;Marie;Exerce profession;Employe de bureau;Non;1;1;Oui;Non;Non;240;Non;0;Non;Non;Comme il faut
F;52;Marie;Autre inactif;Ouvrier qualifie;Non;1;2;Oui;Oui;Non;180;Non;0;Non;Non;Comme il faut
F;40;Marie;Exerce profession;Non concerne;Non;2;2;Non;Oui;Oui;0;Non;0;Non;Non;Pas assez
F;88;Veuf;Autre inactif;Employe de bureau;Non;1;1;Oui;Oui;Non;0;Non;0;Non;Non;Comme il faut
F;39;Marie;Exerce profession;Cadre;Non;3;1;Oui;Oui;Oui;6;Non;0;Non;Non;Pas assez
H;46;Marie;Exerce profession;Autre;Non;2;2;Non;Non;Non;77,14;Non;0;Non;Non;Comme il faut
H;77;Marie;Retraite;Cadre;Non;1;2;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;72;Marie;Retraite;Ouvrier qualifie;Non;2;3;Non;Non;Non;17,14;Non;8,57;Non;Non;Pas assez
F;18;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Oui;180;Non;0;Non;Oui;Comme il faut
F;39;Divorce;Exerce profession;Profession intermediaire;Non;2;1;Non;Non;Oui;24;Non;60;Non;Oui;Pas assez
F;48;Marie;Exerce profession;Employe de bureau;Non;5;0;Oui;Oui;Non;180;Non;0;Non;Non;Pas assez
F;66;Marie;Retraite;Ouvrier specialise;Non;6;2;Non;Oui;Non;180;Non;0;Non;Non;Comme il faut
F;37;Marie;Autre inactif;Ouvrier qualifie;Non;5;4;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;38;Marie;Exerce profession;Employe de bureau;Non;2;1;Non;Non;Oui;180;Non;0;Non;Non;Pas assez
F;49;Marie;Exerce profession;Employe de bureau;Non;2;1;Non;Non;Oui;120;Non;120;Non;Non;Pas assez
F;33;Marie;Exerce profession;Profession intermediaire;Non;1;2;Non;Oui;Oui;180;Non;0;Non;Non;Pas assez
H;45;Divorce;Chomeur;Ouvrier qualifie;Non;2;1;Non;Oui;Non;900;Non;0;Non;Non;Pas assez
H;52;Marie;Exerce profession;Profession intermediaire;Non;8;4;Non;Oui;Oui;180;Non;0;Non;Non;Comme il faut
F;29;Marie;Exerce profession;Non concerne;Non;4;2;Non;Oui;Oui;0;Non;25,71;Non;Non;Pas assez
F;23;Celibataire;Chomeur;Ouvrier specialise;Non;3;1;Non;Oui;Non;120;Non;0;Non;Non;Pas assez
H;61;Marie;Retraite;Technicien;Non;2;2;Oui;Oui;Oui;0;Non;0;Non;Non;Comme il faut
H;68;Marie;Retraite;Cadre;Non;6;2;Non;Non;Oui;240;Non;0;Non;Non;Comme il faut
F;43;Marie;Exerce profession;Employe de bureau;Non;4;3;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
H;63;Marie;Retraite;Technicien;Non;1;1;Non;Non;Non;300;Non;0;Non;Non;Comme il faut
H;64;Marie;Exerce profession;Cadre;Non;15;3;Non;Non;Non;120;Non;60;Non;Non;Comme il faut
F;64;Marie;Retraite;Cadre;Non;3;0;Oui;Oui;Oui;120;Non;60;Non;Non;Comme il faut
F;60;Marie;Autre inactif;Non concerne;Non;5;3;Oui;Oui;Oui;171,43;Non;0;Non;Non;Comme il faut
H;39;Celibataire;Exerce profession;Technicien;Non;1;0;Non;Oui;Oui;120;Non;120;Non;Non;Comme il faut
F;49;Marie;Exerce profession;Cadre;Non;4;2;Non;Non;Non;60;Non;120;Non;Oui;Comme il faut
F;62;Marie;Retraite;Ouvrier qualifie;Non;7;2;Non;Non;Non;240;Non;120;Non;Non;Comme il faut
F;36;Marie;Exerce profession;Employe de bureau;Non;1;1;Oui;Oui;Oui;120;Non;0;Non;Oui;Pas assez
F;69;Marie;Retraite;Employe de bureau;Non;3;5;Oui;Oui;Non;0;Non;0;Non;Non;Comme il faut
H;37;Marie;Exerce profession;Profession intermediaire;Non;3;1;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;47;Marie;Exerce profession;Ouvrier specialise;Non;2;2;Non;Non;Oui;68,57;Non;0;Non;Oui;Comme il faut
H;56;Marie;Exerce profession;Ouvrier qualifie;Non;3;3;Oui;Non;Non;60;Non;0;Non;Non;Comme il faut
H;53;Marie;Exerce profession;Ouvrier qualifie;Non;10;3;Oui;Oui;Oui;180;Non;0;Non;Non;Comme il faut
H;41;Marie;Exerce profession;Technicien;Non;3;2;Oui;Non;Oui;0;Non;0;Non;Non;Comme il faut
H;72;Marie;Au foyer;Non concerne;Non;5;4;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
H;54;Marie;Exerce profession;Ouvrier qualifie;Non;5;1;Oui;Non;Non;8,57;Non;0;Non;Non;Comme il faut
F;42;Marie;Exerce profession;Non concerne;Non;6;1;Non;Non;Non;0;Non;0;Non;Non;Pas assez
F;34;Divorce;Exerce profession;Employe de bureau;Non;1;2;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;36;Marie;Exerce profession;Cadre;Non;0;2;Oui;Non;Non;60;Non;0;Non;Non;Pas assez
H;32;Celibataire;Exerce profession;Profession intermediaire;Non;3;0;Oui;Non;Oui;34,29;Non;0;Non;Non;Comme il faut
F;32;Celibataire;Exerce profession;Profession intermediaire;Non;2;0;Non;Oui;Non;102,86;Non;0;Non;Oui;Comme il faut
H;29;Celibataire;Exerce profession;Cadre;Non;1;0;Non;Oui;Non;180;Non;0;Non;Oui;Comme il faut
F;69;Veuf;Retraite;Employe de bureau;Non;9;6;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
H;65;Veuf;Retraite;Profession intermediaire;Non;0;1;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;29;Celibataire;Exerce profession;Profession intermediaire;Non;1;0;Non;Oui;Oui;85,71;Oui;68,57;Non;Oui;Pas assez
H;37;Celibataire;Exerce profession;Ouvrier specialise;Non;4;0;Non;Non;Oui;120;Non;60;Non;Non;Comme il faut
H;50;Marie;Chomeur;Ouvrier qualifie;Non;7;5;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
H;20;Celibataire;Exerce profession;Technicien;Non;2;0;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;58;Celibataire;Autre inactif;Employe de bureau;Non;2;1;Non;Non;Non;0;Non;0;Non;Non;Pas assez
H;47;Marie;Chomeur;Employe de bureau;Non;14;7;Non;Oui;Non;0;Non;180;Non;Non;Comme il faut
F;50;Marie;Exerce profession;Autre;Non;1;2;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;21;Celibataire;Etudiant;Non concerne;Non;3;0;Non;Non;Oui;102,86;Non;0;Non;Oui;Comme il faut
F;43;Marie;Chomeur;Employe de bureau;Non;6;3;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;65;Marie;Retraite;Employe de bureau;Non;4;2;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;73;Veuf;Au foyer;Non concerne;Non;3;4;Oui;Non;Non;180;Non;60;Non;Non;Comme il faut
F;81;Marie;Autre inactif;Employe de bureau;Non;6;2;Non;Non;Non;300;Non;120;Non;Non;Comme il faut
F;48;Marie;Autre inactif;Employe de bureau;Non;0;1;Oui;Oui;Oui;180;Non;0;Non;Non;Comme il faut
H;67;Marie;Retraite;Ouvrier specialise;Non;2;4;Oui;Oui;Non;25,71;Non;0;Non;Non;Comme il faut
H;54;Marie;Exerce profession;Ouvrier qualifie;Non;2;2;Non;Oui;Oui;180;Non;0;Non;Oui;Comme il faut
H;40;Marie;Exerce profession;Technicien;Non;5;3;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;30;Marie;Exerce profession;Profession intermediaire;Non;1;1;Non;Oui;Non;120;Oui;17,14;Non;Oui;Comme il faut
F;40;Marie;Exerce profession;Employe de bureau;Non;3;2;Non;Oui;Non;300;Non;0;Non;Non;Comme il faut
H;41;Marie;Exerce profession;Technicien;Non;8;3;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
H;46;Marie;Exerce profession;Non concerne;Non;1;0;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;42;Celibataire;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Non;300;Non;0;Non;Non;Comme il faut
F;48;Marie;Exerce profession;Employe de bureau;Non;1;1;Oui;Oui;Oui;60;Non;0;Non;Oui;Pas assez
F;24;Celibataire;Exerce profession;Employe de bureau;Reprise de formation;2;0;Non;Oui;Oui;60;Non;0;Non;Oui;Comme il faut
H;42;Celibataire;Chomeur;Cadre;Non;2;1;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;51;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Oui;Oui;180;Non;0;Non;Non;Pas assez
F;73;Veuf;Retraite;Employe de bureau;Non;6;8;Oui;Oui;Non;240;Non;0;Non;Non;Comme il faut
F;44;Marie;Autre inactif;Non concerne;Non;9;5;Oui;Oui;Non;0;Non;0;Non;Non;Comme il faut
F;55;Marie;Exerce profession;Employe de bureau;Non;1;2;Oui;Oui;Oui;180;Non;0;Non;Non;Comme il faut
H;42;Marie;Exerce profession;Ouvrier qualifie;Non;4;2;Non;Non;Oui;60;Non;0;Non;Non;Comme il faut
H;22;Celibataire;Chomeur;Ouvrier specialise;Non;3;0;Non;Non;Oui;300;Non;0;Non;Non;Comme il faut
F;19;Celibataire;Exerce profession;Non concerne;Non;0;0;Non;Non;Non;360;Non;0;Non;Oui;Comme il faut
H;56;Marie;Exerce profession;Ouvrier qualifie;Non;0;1;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;53;Marie;Exerce profession;Ouvrier specialise;Non;1;3;Non;Oui;Non;180;Non;0;Non;Non;Comme il faut
F;22;Celibataire;Exerce profession;Ouvrier specialise;Non;1;0;Non;Non;Non;120;Non;0;Non;Oui;Pas assez
H;27;Marie;Exerce profession;Non concerne;Non;2;2;Non;Non;Oui;34,29;Non;0;Non;Non;Comme il faut
H;41;Marie;Exerce profession;Ouvrier qualifie;Non;4;1;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
H;36;Marie;Exerce profession;Cadre;Non;4;3;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;24;Marie;Autre inactif;Ouvrier specialise;Non;5;2;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;50;Marie;Chomeur;Autre;Non;2;2;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
H;54;Marie;Exerce profession;Cadre;Non;4;4;Oui;Oui;Oui;120;Non;0;Non;Oui;Comme il faut
F;80;Marie;Retraite;Employe de bureau;Non;0;4;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;57;Marie;Autre inactif;Ouvrier specialise;Non;3;2;Non;Oui;Non;180;Non;0;Non;Non;Pas assez
H;35;Marie;Exerce profession;Ouvrier qualifie;Non;3;2;Oui;Oui;Non;300;Non;0;Non;Non;Comme il faut
F;47;Marie;Exerce profession;Autre;Non;5;2;Oui;Oui;Non;180;Non;0;Non;Oui;Comme il faut
F;40;Marie;Exerce profession;Autre;Non;3;2;Oui;Non;Non;120;Non;120;Non;Oui;Comme il faut
F;21;Celibataire;Exerce profession;Employe de bureau;formation initiale;2;0;Non;Non;Non;42,86;Non;0;Non;Non;Pas assez
F;68;Veuf;Retraite;Employe de bureau;Non;1;1;Oui;Oui;Non;0;Non;0;Non;Oui;Comme il faut
H;59;Celibataire;Exerce profession;Ouvrier qualifie;Non;3;0;Oui;Non;Non;42,86;Non;0;Non;Non;Comme il faut
H;45;Marie;Exerce profession;Ouvrier qualifie;Non;8;2;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;50;Marie;Exerce profession;Employe de bureau;Non;11;3;Oui;Oui;Oui;180;Non;0;Non;Non;Pas assez
F;19;Celibataire;Exerce profession;Employe de bureau;formation initiale;1;0;Oui;Non;Oui;120;Non;0;Non;Non;Comme il faut
F;70;Marie;Retraite;Employe de bureau;Non;2;3;Oui;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;61;Marie;Retraite;Cadre;Non;2;3;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;88;Veuf;Retraite;Ouvrier qualifie;Non;1;5;Non;Non;Non;300;Non;60;Non;Non;Comme il faut
F;22;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Oui;Oui;120;Non;0;Non;Oui;Comme il faut
H;39;Divorce;Exerce profession;Profession intermediaire;Non;2;0;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;38;Celibataire;Etudiant;Ouvrier specialise;Non;3;4;Non;Oui;Non;0;Non;0;Non;Non;Comme il faut
F;33;Marie;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Oui;180;Non;0;Non;Oui;Pas assez
F;30;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Oui;Oui;300;Non;0;Non;Non;Comme il faut
H;48;Divorce;Etudiant;Non concerne;formation initiale;5;0;Non;Non;Non;0;Non;0;Non;Non;Comme il faut
F;20;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Non;Oui;17,14;Non;0;Non;Oui;Comme il faut
H;22;Celibataire;Chomeur;Employe de bureau;Reprise de formation;3;0;Non;Oui;Oui;60;Non;0;Non;Oui;Comme il faut
H;79;Marie;Retraite;Profession intermediaire;Non;3;4;Non;Non;Non;60;Non;0;Non;Non;Pas assez
F;61;Celibataire;Retraite;Cadre;Non;1;0;Non;Non;Non;240;Non;0;Non;Non;Comme il faut
F;32;Divorce;Exerce profession;Cadre;Reprise de formation;0;2;Non;Oui;Oui;120;Oui;120;Non;Oui;Comme il faut
F;31;Celibataire;Exerce profession;Profession intermediaire;Non;4;0;Non;Non;Oui;68,57;Non;0;Non;Oui;Pas assez
F;22;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Oui;Oui;120;Non;0;Non;Oui;Comme il faut
H;56;Divorce;Retraite;Ouvrier qualifie;Non;1;6;Non;Non;Non;240;Oui;300;Non;Non;Comme il faut
F;28;Celibataire;Exerce profession;Ouvrier qualifie;Non;1;1;Non;Oui;Non;17,14;Non;0;Non;Non;Comme il faut
F;25;Celibataire;Etudiant;Employe de bureau;formation initiale;0;0;Non;Oui;Non;51,43;Non;0;Non;Oui;Pas assez
F;44;Marie;Exerce profession;Profession intermediaire;Reprise de formation;1;0;Non;Non;Oui;85,71;Non;0;Non;Non;Pas assez
F;26;Celibataire;Exerce profession;Cadre;Reprise de formation;2;0;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;54;Divorce;Exerce profession;Cadre;Non;3;1;Oui;Oui;Non;0;Non;0;Non;Oui;Comme il faut
H;53;Marie;Autre inactif;Employe de bureau;Non;3;2;Non;Non;Non;360;Non;0;Non;Non;Comme il faut
H;22;Celibataire;Chomeur;Non concerne;Non;2;0;Non;Non;Oui;180;Non;0;Non;Non;Comme il faut
F;44;Marie;Exerce profession;Non concerne;Non;2;5;Oui;Non;Oui;34,29;Non;0;Non;Non;Pas assez
H;56;Celibataire;Autre inactif;Cadre;Non;2;1;Non;Non;Non;17,14;Non;0;Non;Non;Comme il faut
F;60;Marie;Retraite;Cadre;Non;4;3;Non;Oui;Non;60;Non;51,43;Non;Oui;Comme il faut
H;74;Marie;Retraite;Technicien;Non;0;2;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
F;91;Veuf;Retraite;Cadre;Non;7;5;Non;Oui;Non;60;Non;60;Non;Non;Comme il faut
F;43;Marie;Autre inactif;Cadre;Non;1;3;Oui;Oui;Oui;60;Non;0;Non;Oui;Comme il faut
H;69;Marie;Retraite;Ouvrier specialise;Non;3;0;Oui;Non;Non;300;Non;0;Non;Non;Comme il faut
H;25;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Non;34,29;Non;0;Non;Non;Pas assez
H;34;Marie;Exerce profession;Profession intermediaire;Non;2;2;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;25;Celibataire;Exerce profession;Employe de bureau;Non;6;0;Oui;Oui;Oui;60;Non;0;Non;Non;Pas assez
F;36;Marie;Exerce profession;Employe de bureau;Non;2;2;Oui;Oui;Oui;0;Non;0;Non;Non;Pas assez
H;38;Divorce;Exerce profession;Employe de bureau;Non;0;2;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;82;Veuf;Retraite;Employe de bureau;Non;1;7;Oui;Oui;Non;0;Non;0;Non;Non;Comme il faut
H;54;Marie;Exerce profession;Profession intermediaire;Non;4;1;Oui;Non;Non;0;Non;0;Non;Non;Pas assez
H;39;Divorce;Exerce profession;Ouvrier qualifie;Non;2;2;Non;Non;Oui;180;Non;0;Non;Non;Comme il faut
F;63;Marie;Retraite;Employe de bureau;Non;1;5;Oui;Oui;Oui;0;Non;0;Non;Non;Comme il faut
H;69;Marie;Retraite;Ouvrier qualifie;Non;1;2;Oui;Non;Non;60;Non;0;Non;Non;Pas assez
F;61;Veuf;Retraite;Cadre;Non;1;0;Oui;Oui;Oui;180;Non;0;Non;Non;Pas assez
F;91;Veuf;Autre inactif;Ouvrier qualifie;Non;5;5;Non;Oui;Non;300;Non;0;Non;Non;Comme il faut
F;35;Marie;Exerce profession;Employe de bureau;Non;5;2;Oui;Non;Oui;34,29;Non;0;Non;Non;Comme il faut
F;46;Marie;Exerce profession;Ouvrier specialise;Non;1;4;Non;Oui;Non;60;Non;0;Non;Non;Comme il faut
H;32;Celibataire;Exerce profession;Technicien;Non;2;0;Non;Non;Oui;60;Non;0;Non;Non;Comme il faut
H;35;Celibataire;Exerce profession;Profession intermediaire;Non;2;2;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
H;37;Celibataire;Autre inactif;Ouvrier specialise;Non;6;0;Oui;Non;Non;420;Non;0;Non;Non;Comme il faut
F;36;Marie;Exerce profession;Profession intermediaire;Non;2;2;Oui;Oui;Oui;60;Oui;60;Non;Non;Comme il faut
F;65;Veuf;Retraite;Ouvrier specialise;Non;2;4;Non;Oui;Non;60;Non;0;Non;Non;Comme il faut
H;77;Veuf;Retraite;Ouvrier specialise;Non;8;6;Oui;Non;Non;240;Non;0;Non;Non;Comme il faut
H;44;Marie;Exerce profession;Employe de bureau;Non;1;2;Oui;Non;Oui;180;Non;0;Oui;Non;Comme il faut
F;54;Marie;Autre inactif;Technicien;Non;0;1;Oui;Non;Oui;120;Oui;120;Non;Non;Comme il faut
H;56;Marie;Exerce profession;Technicien;Non;2;2;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;34;Marie;Exerce profession;Ouvrier qualifie;Non;5;1;Non;Non;Oui;8,57;Non;0;Non;Non;Comme il faut
H;59;Marie;Exerce profession;Cadre;Non;7;2;Oui;Oui;Oui;300;Non;0;Non;Oui;Pas assez
H;48;Marie;Exerce profession;Cadre;Non;5;1;Oui;Non;Oui;85,71;Non;0;Non;Non;Comme il faut
F;30;Celibataire;Exerce profession;Employe de bureau;Non;1;2;Oui;Oui;Non;240;Non;0;Non;Oui;Comme il faut
F;59;Marie;Autre inactif;Non concerne;Non;1;2;Oui;Oui;Oui;240;Non;60;Non;Non;Comme il faut
F;35;Marie;Exerce profession;Ouvrier specialise;Non;3;0;Non;Non;Non;180;Non;17,14;Non;Oui;Pas assez
H;29;Celibataire;Exerce profession;Profession intermediaire;Non;1;1;Non;Oui;Oui;180;Non;0;Non;Non;Comme il faut
H;52;Marie;Exerce profession;Cadre;Non;4;2;Oui;Non;Oui;42,86;Non;0;Non;Non;Comme il faut
H;65;Marie;Retraite;Ouvrier qualifie;Non;9;3;Oui;Oui;Non;240;Non;0;Non;Non;Comme il faut
H;54;Marie;Exerce profession;Cadre;Non;3;0;Oui;Non;Oui;120;Non;0;Non;Non;Comme il faut
H;45;Marie;Exerce profession;Ouvrier qualifie;Non;5;2;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;81;Veuf;Retraite;Employe de bureau;Non;3;3;Non;Non;Oui;180;Non;0;Non;Non;Pas assez
F;33;Celibataire;Exerce profession;Profession intermediaire;Non;3;0;Non;Non;Oui;120;Non;42,86;Non;Oui;Comme il faut
F;44;Divorce;Autre inactif;Employe de bureau;Non;13;2;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;63;Marie;Retraite;Profession intermediaire;Non;6;3;Oui;Non;Non;180;Non;0;Non;Non;Pas assez
F;58;Divorce;Chomeur;Employe de bureau;Non;1;2;Oui;Oui;Oui;120;Non;180;Non;Non;Comme il faut
H;42;Marie;Exerce profession;Technicien;Non;1;2;Non;Oui;Oui;60;Non;0;Non;Non;Comme il faut
H;39;Divorce;Exerce profession;Profession intermediaire;Non;2;1;Oui;Oui;Oui;180;Oui;120;Non;Non;Pas assez
F;47;Marie;Exerce profession;Ouvrier specialise;Non;9;4;Oui;Non;Oui;120;Non;0;Non;Non;Comme il faut
H;69;Marie;Retraite;Profession intermediaire;Non;9;1;Oui;Non;Non;120;Non;0;Non;Non;Pas assez
F;39;Divorce;Exerce profession;Employe de bureau;Non;1;3;Non;Oui;Oui;60;Non;0;Non;Oui;Comme il faut
F;26;Celibataire;Chomeur;Employe de bureau;Non;3;0;Oui;Oui;Oui;360;Non;60;Non;Oui;Comme il faut
F;24;Marie;Exerce profession;Employe de bureau;Non;1;0;Non;Oui;Oui;120;Non;0;Non;Non;Pas assez
F;58;Veuf;Autre inactif;Non concerne;Non;1;4;Non;Oui;Non;180;Non;120;Non;Non;Comme il faut
H;78;Veuf;Retraite;Technicien;Non;2;4;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;42;Divorce;Exerce profession;Employe de bureau;Non;1;3;Oui;Oui;Non;8,57;Non;0;Non;Non;Comme il faut
F;34;Marie;Exerce profession;Employe de bureau;Non;22;1;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;63;Marie;Retraite;Employe de bureau;Non;3;3;Oui;Oui;Non;120;Non;180;Non;Non;Comme il faut
F;71;Veuf;Retraite;Employe de bureau;Non;0;1;Non;Non;Non;180;Non;0;Non;Oui;Comme il faut
F;64;Veuf;Retraite;Employe de bureau;Non;3;9;Non;Oui;Non;240;Non;0;Non;Non;Comme il faut
F;67;Veuf;Retraite;Ouvrier specialise;Non;3;5;Non;Non;Non;240;Non;0;Non;Non;Pas assez
F;47;Veuf;Exerce profession;Ouvrier specialise;Non;11;0;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
H;35;Marie;Exerce profession;Profession intermediaire;Non;2;2;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
F;66;Divorce;Retraite;Technicien;Non;0;1;Non;Non;Non;240;Non;0;Non;Non;Comme il faut
